stop_id,stop_name,stop_lat,stop_lon
13761,Hudson Park/Sydney St (Kilmore),-37.2949521713049,144.951707614532
13762,Hudson Park/Sydney St (Kilmore),-37.2957068794309,144.952093254788
13763,High St/Main Rd (Lancefield),-37.2781181181023,144.736606717502
13764,High St/Main Rd (Lancefield),-37.2780499434491,144.736811760624
13765,Romsey Community Hub/Main St (Romsey),-37.3500899679646,144.742811606745
13766,Romsey Community Hub/Main St (Romsey),-37.3501212960347,144.74303644087
14005,Bloomfield Rd/Queen St (Nilma),-38.1703476692821,145.967874626346
15096,Jennings St/Northern Hwy (Heathcote),-36.9274059793046,144.71185195711
15097,Jennings St/Northern Hwy (Heathcote),-36.927468671801,144.712299114896
15107,Echuca Coach Terminal/Heygarth St (Echuca),-36.1240852196549,144.751933212653
15109,Murray River Council/Cobb Hwy (Moama (NSW)),-36.1142846584368,144.756111907767
15113,Thompson St/Main St (Koondrook),-35.6435727592213,144.131196495989
15114,King Albert Ave/Leitchville Rd (Leitchville),-35.9036371449505,144.301115308438
15115,Newsagent/Murray Valley Hwy (Gunbower),-35.9562893869619,144.368796833153
15116,Newsagent/Murray Valley Hwy (Gunbower),-35.9559829237047,144.368795918637
15117,General Store/Murray Valley Hwy (Torrumbarry),-36.0289328143973,144.516565858212
15122,Transit Centre/Union St (Kyabram),-36.3143820163375,145.047525661334
15123,Mill St/McLennan St (Mooroopna),-36.3940780469356,145.361331509799
15124,Mill St/Midland Hwy (Mooroopna),-36.3945712401528,145.361142757613
15126,Shepparton Railway Station (Shepparton),-36.3838159665954,145.406340898648
15127,Fraser St/Wyndham St (Shepparton),-36.3798388541311,145.399465844225
15128,Fraser St/Wyndham St (Shepparton),-36.3795002869314,145.399762624587
15130,Barmah Hotel/Maloney St (Barmah),-36.0172521572575,144.957807310497
15137,Milk Bar/Station St (Girgarre),-36.3970747793941,144.980858109513
15139,Birdwood Ave/Brundenell St (Stanhope),-36.4457146089892,144.982587881563
15140,Birdwood Ave/Brundenell St (Stanhope),-36.4459554189379,144.982436610051
15143,High St/Moora Rd (Rushworth),-36.5856665508541,145.014726811123
16079,Princes Fwy (Darnum),-38.1870582881496,146.001437635396
16091,Princes Fwy (Darnum),-38.1862701525727,146.002019315398
16096,Yarragon Railway Station (Yarragon),-38.2033452244833,146.06286623064
1613,Webster St/Dunlop St (Mortlake),-38.0806918415259,142.804773626341
16133,Yarragon Railway Station (Yarragon),-38.2036761950178,146.063684311499
16238,Bendigo Station/Railway Pl (Bendigo),-36.7659284087385,144.282103706381
16245,Marong General Store/Calder Hwy (Marong),-36.7355039204258,144.1320584223
16246,Marong General Store/Calder Hwy (Marong),-36.7354320608396,144.132441770644
16247,Park St/Calder Hwy (Bridgewater),-36.601674525387,143.941344724263
16248,Park St/Calder Hwy (Bridgewater),-36.6014471769561,143.941264297857
16249,Houston St/Calder Hwy (Inglewood),-36.5748559315842,143.867806344943
16250,Houston St/Calder Hwy (Inglewood),-36.5753078681284,143.868201447285
16251,Jacka Park/Chapel St (Wedderburn),-36.4185035587324,143.612965032058
16252,Jacka Park/Chapel St (Wedderburn),-36.4181082352209,143.613639995344
16253,Travellers Rest/John Curtin Dr (Charlton),-36.2683521408655,143.350876684172
16258,Post Office/Calder Hwy (Wycheproof),-36.0769359641269,143.225765479356
16264,Newsagency/Best St (Sea Lake),-35.5042703911608,142.849805611136
16265,McCelland St/Dillon St (Ultima),-35.4697848729905,143.267440027387
16266,McGregor's Garage/Donald - Swan Hill Rd (Lalbert),-35.6707728313468,143.375328701427
16287,Morwell Railway Station (Morwell),-38.2368499765081,146.397734646695
16288,TAFE Gippsland - Yallourn Campus/Monash Rd (Newborough),-38.1768737899265,146.308101486488
16290,Centre Valley Rd/Princes Dr (Morwell),-38.2355817091528,146.428881984954
16291,Centre Valley Rd/Princes Dr (Morwell),-38.235088711629,146.429434303748
16295,Traralgon Railway Station (Traralgon),-38.1983203513955,146.538696549727
16297,Traralgon Plaza SC/Franklin St (Traralgon),-38.1944258686382,146.538424198562
16301,Gippsland Shopping Centre/Cunninghame St (Sale),-38.1072261736596,147.063511370193
16302,Sale Railway Station (Sale),-38.1032289547283,147.054691169467
16304,Memorial Park/Princes Hwy (Stratford),-37.965092569637,147.080032845664
16554,Lookout Rd/Princes Hwy (Kalimna),-37.8792437124931,147.961893953857
16556,Post Office/Princes Hwy (Lakes Entrance),-37.8815441210438,147.982369282348
16936,Information Centre/Godfrey St (Boort),-36.1166108602731,143.727112286024
16937,CFA/Boort-Wedderburn Rd (Mysia),-36.2299484265654,143.755346047971
16955,Kerang Railway Station (Kerang),-35.7331373647543,143.924336061163
16957,Murray Valley Hwy (Lake Boga),-35.4638155192858,143.636530043254
16958,Murray Valley Hwy (Lake Boga),-35.4640464803767,143.636410266538
16961,McAlpine Rd/Murray Valley Hwy (Nyah),-35.1760461681964,143.377303040381
16962,McAlpine Rd/Murray Valley Hwy (Nyah),-35.1755108168483,143.377480468778
16969,Robinvale Railway Station/Bromley Rd (Robinvale),-34.584790079974,142.770342020324
17124,General Store/Murray St (Piangil),-35.0542205869387,143.310581971833
17125,General Store/Murray St (Piangil),-35.0538456443862,143.310697481574
17134,Raglan St/Albert St (Creswick),-37.4245071742328,143.894318873575
17135,Raglan St/Albert St (Creswick),-37.4245467375203,143.894452810868
17136,Talbot Town Hall/Ballarat St (Talbot),-37.1702686779523,143.702095468652
17137,Talbot Town Hall/Ballarat St (Talbot),-37.170276510361,143.702376604677
17138,Carisbrook General Store/Green St (Carisbrook),-37.0490549807122,143.813088219592
17139,Carisbrook General Store/Green St (Carisbrook),-37.0489739773261,143.813091609821
17144,Market St/Harmony Way (Harcourt),-36.996828254281,144.260982015219
17145,Market St/Harmony Way (Harcourt),-36.9969282670423,144.260630141876
17148,CFA/Bridport St (Daylesford),-37.3427100410801,144.141037843931
17149,Hotel/Midland Hwy (Blampied),-37.3672211048102,144.042237260324
17150,Hotel/Midland Hwy (Blampied),-37.3672753661416,144.041885152849
17151,Antique Shop/Midland Hwy (Newlyn),-37.4017706068027,143.994502783536
17152,Antique Shop/Midland Hwy (Newlyn),-37.4016777222573,143.994393550788
17153,Hadfield Park/High St (Wallan),-37.4145041824714,144.979108615739
17154,Hadfield Park/High St (Wallan),-37.4143482147327,144.97947436738
17231,Euroa Station/Railway St (Euroa),-36.7493959950029,145.56841973089
17247,Blanche St/Foord St (Wahgunyah),-36.0102762157962,146.394061804268
17248,Blanche St/Foord St (Wahgunyah),-36.0102842780925,146.393873099939
17253,Wangaratta Railway Station (Wangaratta),-36.3550655977885,146.317172513251
17347,King St/Commercial St (Korumburra),-38.4308806440539,145.822823118664
17351,Leongatha Railway Station/Long St (Leongatha),-38.4771386611348,145.947889100741
17365,Memorial Park/Grant St (Yarram),-38.564845859326,146.674758000997
17368,Pier Rd/Bass Hwy (Grantville),-38.4069591250789,145.530387544235
17369,Grantville-Glen Alvie Rd/Bass Hwy (Grantville),-38.4081534845426,145.530054126527
17372,Corinella Public Hall/Smythe St (Corinella),-38.4144698327832,145.433325537228
17379,Forrest Ave/Phillip Island Rd (Newhaven),-38.5149032300913,145.357791785753
17381,Walton St/Thompson Ave (Cowes),-38.4590475109216,145.239067535684
17382,Walton St/Thompson Ave (Cowes),-38.4587644756094,145.238822289797
17384,Peppermint Rd/Bass Hwy (Kilcunda),-38.5494551390052,145.475921722103
17385,Peppermint Rd/Bass Hwy (Kilcunda),-38.5495703121761,145.475770113702
17386,Ozone Hotel/Bass Hwy (Dalyston),-38.5634652544567,145.546567464615
17387,Ozone Hotel/Bass Hwy (Dalyston),-38.5633228183074,145.546708062748
17419,Albury Railway Station (Albury (NSW)),-36.0842434591729,146.924326634016
17581,Hogan St/Fraser St (Tatura),-36.4404761337622,145.225309431645
17681,Moorabool St/Malop St (Geelong),-38.1472285263851,144.360369327844
17717,Skenes Creek Valley Rd/Great Ocean Rd (Skenes Creek),-38.7249980260789,143.710124617515
17718,Pisces Holiday Park/Great Ocean Rd (Apollo Bay),-38.7417159899081,143.675389860237
17719,Pisces Holiday Park/Great Ocean Rd (Apollo Bay),-38.7416783683822,143.675334094142
17720,Visitor Information Centre/Great Ocean Rd (Apollo Bay),-38.754543901734,143.669064944721
17726,Surf Club/Tregea St (Port Campbell),-38.6192036704799,142.993776508132
17729,General Store/Macs St (Peterborough),-38.6070683334915,142.87719698365
17730,General Store/Macs St (Peterborough),-38.6070003726619,142.877568193123
17737,Spring St/Commercial Rd (Koroit),-38.2916577240939,142.362509425367
17738,Spring St/Commercial Rd (Koroit),-38.2913867869331,142.362035364708
17746,Lindsay St/Princes Hwy (Heywood),-38.1329515542617,141.629793457325
17753,Hamilton Station/Station St (Hamilton),-37.7466003111478,142.028270042214
17759,Willaura Kindergarten/Willaura-Wickliffe Rd (Willaura),-37.5446901688203,142.742365632973
17760,CFA Station/Glenelg Hwy (Wickliffe),-37.6903963485871,142.722937316182
17761,CFA Station/Glenelg Hwy (Wickliffe),-37.6908891095343,142.72311298134
17763,Information Centre/Glenelg Hwy (Lake Bolac),-37.7123981227703,142.840480648274
17773,Loader St/Glenelg Hwy (Smythesdale),-37.6449777587789,143.684336583505
17774,Loader St/Glenelg Hwy (Smythesdale),-37.6450275262545,143.684504327718
17776,Jetty Rd/Princes Hwy (Lakes Entrance),-37.8744620154171,148.007732841365
17799,Ararat Railway Station (Ararat),-37.2824390105171,142.936912364656
17801,Cuibitt St/Western Hwy (Great Western),-37.1514950558434,142.853451341795
17802,Cubitt St/Western Hwy (Great Western),-37.1519394432921,142.854822455866
17803,Stawell Railway Station (Stawell),-37.0592586541155,142.773548442925
17809,McDonald St/Marma St (Murtoa),-36.6201158187634,142.470228673137
17810,Walter St/Cromie St (Rupanyup),-36.6314068224413,142.631409430534
17812,Main St/Church St (Minyip),-36.4602905640047,142.587376695649
17816,Scott St/Woolcock St (Warracknabeal),-36.2509107666491,142.395332675121
17817,Swann St/Henty Hwy (Brim),-36.0767422860134,142.421040763755
17818,Swann St/Henty Hwy (Brim),-36.076499127522,142.421276794234
17821,Hogans Newsagent/Phillips St (Beulah),-35.9393985086752,142.420907587689
17825,Austin St/Henty Hwy (Hopetoun),-35.7265889054524,142.36436157855
17826,Austin St/Henty Hwy (Hopetoun),-35.7269701279388,142.364670817205
17827,Coach Terminal/24 Roberts Ave (Horsham),-36.7141912490108,142.200518725522
17828,Fisher St/Western Hwy (Pimpinio),-36.5849145694215,142.118268503504
17829,Fisher St/Western Hwy (Pimpinio),-36.5845557359906,142.118302320415
17831,Car Park Rear Toilet Block/Lloyd St (Dimboola),-36.4541076352202,142.026416006719
17835,Information Centre/Western Hwy (Nhill),-36.333917056994,141.649122217717
17837,Kaniva Community Roadhouse/Western Hwy (Kaniva),-36.3788316710947,141.240839895601
17840,Caltex Station/Calder Hwy (Ouyen),-35.0693873651525,142.318754309363
17841,Caltex Station/Calder Hwy (Ouyen),-35.0695964993244,142.319038139608
17963,Miners Rest Hotel/138 McKenzie St (Wonthaggi),-38.5957515089082,145.592145415919
17967,Seaward Dr/Cape Paterson Rd (Cape Paterson),-38.6678449267895,145.6211249816
17968,Seaward Dr/Cape Paterson Rd (Cape Paterson),-38.6677709557285,145.620965482574
17969,Ramsay Bvd/The Esplanade (Inverloch),-38.6346058268477,145.72967732461
17970,Gurdies - St Helier Rd/Bass Hwy (The Gurdies),-38.37153392937,145.563053073292
17973,Post Office/Indi Ave (Red Cliffs),-34.3072330517278,142.18757333061
17976,Mildura Railway Station (Mildura),-34.1821055418668,142.163234207988
17977,General Store/Sunraysia Hwy (Tempy),-35.3453146606652,142.424802508117
17978,General Store/Sunraysia Hwy (Tempy),-35.344983598941,142.424623331801
17979,Service Station/Sunraysia Hwy (Speed),-35.4019443634206,142.438837299951
17980,Service Station/Sunraysia Hwy (Speed),-35.4017845021593,142.438659301823
17983,Boree St/Sunraysia Hwy (Lascelles),-35.6078809428273,142.579256808072
17984,Boree St/Sunraysia Hwy (Lascelles),-35.607846198263,142.579291814196
17985,Woomelang Station/Sunraysia Hwy (Woomelang),-35.682470181433,142.664425358687
17986,Woomelang Station/Sunraysia Hwy (Woomelang),-35.6825557133267,142.664299270573
17987,Memorial Park/Cumming Ave (Birchip),-35.981265286383,142.917912407785
17989,Post Office/Sunraysia Hwy (Donald),-36.3706668965053,142.982667286046
17991,Dundas St/Market St (St Arnaud),-36.6152949648943,143.258620176505
17997,Havelock St/Clarendon St (Maryborough),-37.047050283077,143.736115132944
18000,Avoca Hotel/Sunraysia Hwy (Avoca),-37.0890185678959,143.473875064925
18001,Avoca Information Centre/Sunraysia Hwy (Avoca),-37.0888180140386,143.474401694281
1801,199 High St (Avoca),-37.080858806914,143.47125106132
18335,Michael St/Princes Hwy (Pakenham),-38.0618620228067,145.456058057516
18686,Post Office/Myrtle St (Myrtleford),-36.5612915303795,146.724969841781
18687,Post Office/Myrtle St (Myrtleford),-36.5616433727825,146.725080345821
18688,Bailey St/Nicholson St (Porepunkah),-36.7001542247153,146.911423814968
18689,Alpine Hotel/Anderson St (Bright),-36.7283520474078,146.96043300398
18690,Falls Creek Coaches/233 Kiewa Valley Hwy (Mount Beauty),-36.7379857634628,147.160987061512
19122,Wesley St/High St (Kangaroo Flat),-36.8034398862567,144.241991835577
1937,Webster St/Dunlop St (Mortlake),-38.0809541365325,142.804804193522
19517,Cambells Bridge Rd/Donald-Stawell Rd (Campbells Bridge),-36.9160957551714,142.785570391951
19521,6006 Donald -Stawell Rd (Callawadda),-36.8141456403023,142.785563196458
19523,Park Rd/Donald Stawell Rd (Marnoo),-36.6713627602423,142.869764271522
19552,Douro St/Victoria St (North Geelong),-38.1225545980455,144.348221521151
19553,Roseneath St/Victoria St (North Geelong),-38.1227199990897,144.348363812193
19793,Park Rd/Donald Stawell Rd (Marnoo),-36.6714100441298,142.8698288358
19794,6003 Donald Stawell Rd (Callawadda),-36.81413043859,142.785642453338
19795,Greens Creek Rd/Donald -Stawell Rd (Campbells Bridge),-36.9162431782166,142.785663229088
19798,Stawell Leisure Centre/Houston St (Stawell),-37.0515244756573,142.779451126129
19799,Community Health Centre/Patrick St (Stawell),-37.0558024517129,142.783731776077
20354,Wallan Railway Station (Wallan),-37.4165363221759,145.005358271751
20816,Sunbury Railway Station (Sunbury),-37.5791237309197,144.728552008081
20830,Gisborne Station/Early St (New Gisborne),-37.4591995577258,144.598946998378
20831,Riddells Creek Railway Station (Riddells Creek),-37.4645468452451,144.679362399566
20832,Clarkefield Railway Station (Clarkefield),-37.4834239678722,144.745759355567
20856,Nowa Nowa General Store/Princes Hwy (Nowa Nowa),-37.73231256755,148.091595886327
20863,Genoa Hotel/Alexanders Rd (Genoa),-37.4750601435747,149.592002941109
20884,Maldon Post Office/High St (Maldon),-36.995972442233,144.068003039758
20889,Morrissey St/Waverley Ave (Merrigum),-36.3718538637297,145.132026302912
20890,Goornong Newsagency/Midland Hwy (Goornong),-36.6152255207224,144.505060342164
20901,Family Store/Malaya Rd (Puckapunyal),-37.0013328231679,145.039387680089
20902,Raymond Island Ferry Terminal/Devon Rd (Paynesville),-37.9191011252403,147.725064337241
20903,Latrobe Regional Hospital (Traralgon),-38.2189136701028,146.470309291443
20916,Trentham Milk Bar/Market St (Trentham),-37.3895739781093,144.322910621518
21188,Scott St/Lyle St (Warracknabeal),-36.2533370913997,142.39542352397
21462,Moe Railway Station (Moe),-38.1769998299739,146.260753364277
21463,Trafalgar Railway Station (Trafalgar),-38.2075491847171,146.154837824988
21464,Longwarry Railway Station (Longwarry),-38.1113920455516,145.767184349079
21465,Bunyip Primary School/Nar Nar Goon-Longwarry Rd (Bunyip),-38.0989065965954,145.714716604273
21466,Garfield Railway Station (Garfield),-38.0916662207206,145.675444797173
21612,The Avenue Motel/Sturt St (Alfredton),-37.5485356516701,143.801360143873
21613,Ranger Barracks/Sturt St (Alfredton),-37.5467923433639,143.797213853881
21706,Drouin Railway Station (Drouin),-38.1358303776552,145.855055214943
21708,Horsham Railway Station (Horsham),-36.7077898191014,142.200783557255
21710,Nowa Nowa/Princes Hwy (Nowa Nowa),-37.7339030619629,148.089190668144
22086,Falls Rd/Pack Rd (Marysville),-37.5108834070673,145.747135665588
22087,Buxton Rise/Maroondah Hwy (Buxton),-37.4231513927633,145.70879635915
22088,Buxton Rise/Maroondah Hwy (Buxton),-37.4221259341855,145.708983485247
22089,3321 Maroondah Hwy (Taggerty),-37.3235639808351,145.712105127347
22090,3313 Maroondah Hwy (Taggerty),-37.3238732020674,145.712359433549
22091,Perkins St/Grant St (Alexandra),-37.1909615852916,145.709077059531
22092,Taggerty-Thornton Rd/Goulburn Valley Hwy (Thornton),-37.2546463660279,145.797680119782
22093,Taggerty-Thornton Rd/Goulburn Valley Hwy (Thornton),-37.2547440100249,145.797531979306
22094,Eildon SC/Main St (Eildon),-37.23262877923,145.909664454023
22194,Torquay Golf Club/3 Great Ocean Rd (Torquay),-38.3393338918113,144.310325992514
22318,Shell Rd/Grubb Rd (Ocean Grove),-38.2563335322714,144.535898187902
22364,Nar Nar Goon Railway Station (Nar Nar Goon),-38.0820028235924,145.570654373585
22365,Tynong Railway Station (Tynong),-38.0853995249403,145.629583641115
22474,Kilmore East Railway Station (Kilmore East),-37.2933007175087,144.983055953341
22613,Longerenong Rd/Henty Hwy (Dooen),-36.6611414291093,142.255096945093
22694,Corryong Newsagency/Murray Valley Hwy (Corryong),-36.1964770779081,147.903223410292
22695,Miners Rest Tavern/Howe St (Miners Rest),-37.4810396736619,143.801280367916
22697,Learmonth General Store/Sunraysia Hwy (Learmonth),-37.4207565556407,143.713779673635
22698,Laidlaw St/Sunraysia Hwy (Learmonth),-37.4206387338725,143.714078540613
22699,Hall St/Sunraysia Hwy (Waubra),-37.3583081986689,143.638174611701
22700,Hall St/Sunraysia Hwy (Waubra),-37.3576516749679,143.637583147189
22703,Quire Rd/Buchan Rd (Buchan South),-37.5448662231616,148.12449100474
22704,Quire Rd/Buchan South Rd (Buchan South),-37.5461299935976,148.125234462999
22706,Buchan - Orbost Rd/Buchan Rd (Buchan),-37.4987232033501,148.172239606669
22707,Gormandale - Stradbroke Rd/Hyland Hwy (Gormandale),-38.2943437211047,146.701585008088
22854,Baringhup Caravan Park/Baringhup Rd (Baringhup),-36.9794648770267,143.974739831128
22855,Tulloch Ard Rd/Gelantipy Rd (Gelantipy),-37.2274228545901,148.26318425098
22856,W Tree Co-op/Gelantipy Rd (W Tree),-37.3583255265974,148.225380717328
22857,Lake Bunga Beach Rd/Princes Hwy (Lake Bunga),-37.86085552364,148.028259982769
22859,Carinya Lodge/Carinya Cres (Korumburra),-38.4379940407809,145.811524789022
22860,IGA Supermarket/1 South Railway Cres (Korumburra),-38.4337331740236,145.825996249956
22863,Nalder Dr/Werrill St (Swan Hill),-35.359955022726,143.557858640011
22871,Tobin St/Montgomery St (Ararat),-37.2942255049192,142.920300833526
22872,Port Fairy Rd/Montgomery St (Ararat),-37.294525281376,142.92402791858
22875,Vanstan St/High St St (Ararat),-37.2856666303087,142.917652184597
22876,Brewster Rd/High St (Ararat),-37.2861080068278,142.915305914645
22878,Mackay St/Henderson St (Ararat),-37.2818951444907,142.91538744222
22886,Mudgegonga Primary School/Myrtleford - Yackandandah Rd (Mudgegonga),-36.4899534089868,146.837171932243
22931,Ballan Police Station/Old Melbourne Rd (Ballan),-37.6002109254973,144.220571589766
22932,Ballan Police Station/Old Melbourne Rd (Ballan),-37.6000586765398,144.220611233569
22933,Stone Hut Lane/Ballan-Daylesford Rd (Bunding),-37.5546316680386,144.187383751123
22934,Spargo Creek Rd/Ballan-Daylesford Rd (Spargo Creek),-37.479788237825,144.150574506092
22935,Back Settlement Rd/Ballan-Daylesford Rd (Korweinguboora),-37.4451230271956,144.128598332379
22936,Leonards Hill Hall/Ballan-Daylesford Rd (Leonards Hill),-37.4195509450154,144.116414085538
22937,2349 Ballan-Daylesford Rd (Sailors Falls),-37.3963136487959,144.122760371881
22938,Ridge Rd/Ballan - Daylesford Rd (Musk Vale),-37.378286992912,144.127740477027
22939,Fifth St/Hepburn Springs Rd (Hepburn Springs),-37.3183654820667,144.138553652825
22940,Mineral Springs Cres/Main Rd (Hepburn),-37.310099112334,144.138415973492
22941,Gordon Cemetery/Old Melbourne Rd (Gordon),-37.5850623959238,144.113229314829
22942,Gordon Cemetery/Old Melbourne Rd (Gordon),-37.5849194703304,144.113280129243
22945,Millbrook-Egerton Rd/Gordon-Egerton Rd (Mount Egerton),-37.6009298672808,144.103669027883
22946,McIntoshs Lane/Gordon-Egerton Rd (Mount Egerton),-37.6156902016339,144.105180338723
22948,Mt Egerton General Store/Main Rd (Mount Egerton),-37.6270424904798,144.104773730344
22949,Oasis Village/Cobram - Koonoomoo Rd (Cobram),-35.9164573511349,145.635858846616
22952,McNamara Dr/Calder Hwy (Maiden Gully),-36.7427696461918,144.209039043855
22963,Blacks Lane/Hopkins Hwy (Purnim),-38.2796563602412,142.620808984821
22964,Tomlinsons Lane/Hopkins Hwy (Ballangeich),-38.2207221107252,142.657675297374
22965,Ellerslie - Panmure Rd/Hopkins Hwy (Ellerslie),-38.1493506412161,142.685127807089
22976,Bendigo Bank/Maurice Ave (Mallacoota),-37.557576922248,149.757706732909
22977,Township/Gipsy Point Rd (Gipsy Point),-37.4804843790415,149.679223575122
22978,McMillan St/George St (Hamilton),-37.7440096204288,142.034726022144
22980,South West TAFE/200 Ballarat Rd (Hamilton),-37.7437472663044,142.058636577301
22981,Hamilton Base Hospital/Foster St (Hamilton),-37.7372007263519,142.029580615901
22982,Lonsdale St/McIntyre St (Hamilton),-37.7445727565198,142.017599150849
22983,McPhee St/Kenny St (Hamilton),-37.7356547749637,142.007755675979
22984,South West TAFE/Hammond St (Hamilton),-37.7268591940593,142.006318316583
22986,Kent Rd/Gordon St (Hamilton),-37.7281529760178,142.01920105316
22988,Garton St/Learmonth St (Hamilton),-37.7373121617733,142.028382578543
22989,Monegeetta Milk Bar/Melbourne-Lancefield Rd (Monegeetta),-37.4139553652174,144.749290141247
22994,Chemist/Federal St (Rainbow),-35.8980882575213,141.993916787066
22995,Woods St/Byrne St (Yaapeet),-35.7697916113359,142.053019208328
22996,Roy St/Dimboola - Rainbow Rd (Jeparit),-36.1423731777559,141.988316683493
22997,Tarranyurk West Rd/Dimboola - Rainbow Rd (Tarranyurk),-36.2089483254168,142.034212724273
22998,Antwerp Woorak Rd/Dimboola - Rainbow Rd (Antwerp),-36.2977185391758,142.025463051829
23030,Williamson St/Sunraysia Hwy (Lexton),-37.2747700166409,143.514971213151
23031,Williamson St/Sunraysia Hwy (Lexton),-37.2744438276712,143.51460295062
23034,Maroona General Store/Mortlake - Ararat Rd (Maroona),-37.4406039410991,142.859314962182
23143,VicRoads/Learmonth Rd (Wendouree),-37.5352657356692,143.818751898842
23144,Caravan St/Learmonth Rd (Wendouree),-37.5304811677235,143.814735373301
23145,Azalea Ave/Learmonth Rd (Wendouree),-37.5277688807382,143.81205648225
23146,Nursery Lane/Learmonth Rd (Mitchell Park),-37.5217951721066,143.806722696424
23147,Modestino Pl/Learmouth Rd (Mitchell Park),-37.5146966878916,143.803779193373
23148,McArthur Park Bvd/Howe St (Miners Rest),-37.5022211962977,143.805566951951
23149,Cummins Rd/Howe St (Miners Rest),-37.4916212561997,143.805080369468
23150,Miners Rest SC/Howe St (Miners Rest),-37.4840727812338,143.802157203292
23151,Victoria St/Albert St (Miners Rest),-37.479706431661,143.79630617362
23152,Albert St/Giffard St (Miners Rest),-37.4778872223459,143.791692126782
23153,Miners Rest PS/Dundas St (Miners Rest),-37.4780909314267,143.795210740616
23154,Creswick St/Dundas Pl (Miners Rest),-37.4786308555355,143.797177451532
23155,Clarke St/Creswick St (Miners Rest),-37.4772014855367,143.79895694313
23156,Lyons St/Clarke St (Miners Rest),-37.476312222297,143.802714356814
23157,Kennedys Rd/Raglan St (Miners Rest),-37.4772212409174,143.806338555695
23158,Sharpes Rd/Raglan St (Miners Rest),-37.4816045357977,143.803506178755
23159,Miners Rest SC/Raglan St (Miners Rest),-37.4837596820059,143.802905480085
23160,Cummins Rd/Howe St (Miners Rest),-37.4916267597029,143.805283672192
23161,McArthur Park Bvd/Howe St (Miners Rest),-37.5025606035959,143.805789971741
23162,Modestino Pl/Learmonth Rd (Mitchell Park),-37.5146870762167,143.803756981469
23163,Waltham Dr/Learmonth Rd (Mitchell Park),-37.5208510866061,143.806129497645
23164,Azalea Ave/Learmonth Rd (Wendouree),-37.5274154520892,143.811981033929
23165,Yew St/Learmonth Rd (Wendouree),-37.5325507761465,143.816638506825
23166,VicRoads/Learmonth Rd (Wendouree),-37.5350974843541,143.818860881655
23167,Waldemar St/Gillies St N (Wendouree),-37.5242340303711,143.824978993389
23170,Pauls Cres/Dowling St (Wendouree),-37.531564330593,143.84195539689
23179,Havelock St/Neill St (Beaufort),-37.4295295133678,143.381543897719
23193,Green St/Powlett St (Kilmore),-37.3066624790639,144.950329325103
23194,Willowmavin Estate/Kilmore - Lancefield Rd (Kilmore),-37.2948690834003,144.94224531648
